"","lat","lon"
"1",42.3472534,-71.0758352
"2",42.3466191,-71.0771656
"3",42.3418295,-71.0829163
"4",42.3345651,-71.0915422
"5",42.3313926,-71.0953617
"6",42.3245712,-71.0989237
"7",42.3223184,-71.1000395
"8",42.316448,-71.1048889
"9",42.3104501,-71.1074638
"10",42.3024521,-71.1133432
"11",42.3007698,-71.1137295
